"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118"
"56",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2
"57",4,4,4,5,4,4,4,4,4,4,5,4,4,4,2,4,4,4,2,4,5,4,2,5,4,4,2,2,4,4,5,4,4,5,3,4,4,4,4,4,4,3,4,3,4,4,5,3,2,3,4,3,5,4,3,4,4,3,4,4,5,5,4,4,4,5,4,4,5,5,4,4,4,2,4,1,4,4,4,2,4,4,4,4,4,2,4,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,3,4,2
"58",5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,2,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,3,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,3,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,3
"59",4,4,4,4,4,4,4,4,4,4,6,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,4,4,1,4,1,4,4,4,4,4,1,4,4,4,4,1,4,4,1,5,4,6,4,4,4,4,4,4,4,4,4,4,4,4,3,5,2,4,4,4,3,4,4,4,4,4,3,5,4,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,5,1,2,3
"60",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,2,1,1,5,3,3,3,2,3,5,3,3,3,3,3,5,5,5,5,3,3,3,5,1,5,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,3,3,3,1,3,3,3,3,3,1,2,3,1,5,3,4,3,3,3,3,5,3,3,3,3,3,3,3,1,3,3,3,5,3,5,3,2,3,2,5,4,1
"61",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"64",2,2,2,2,2,2,2,2,2,2,6,2,2,2,5,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,5,3,2,3,2,2,3,2,2,3,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,5,2,2,2,2,2,5,4,2,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,2,2,2,4,2,4,3,1,5
"65",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,3,3,2,2,2,2,5,2,4,2,2,2,2,2,5,5,2,4,2,2,2,4,3,4,2,4,2,2,4,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,2,2,2,2,2,2,2,2,2,5,2,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,5,2,5,4,2,3
"66",4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,2,4,4,4,6,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"67",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,1,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,1
"68",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"71",4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,3,4,5,4,4,5,4,2,4,3,4,4,4,3,2,3,5,3,5,5,3,4,4,3,4,4,5,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,3,4,1,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,3,4,4,4,4,4,4,3,5,2
"72",5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,2,5,5,5,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,6,1,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,1,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,3,5,5,5,5,5,5,1
"73",5,5,5,5,5,6,6,5,5,5,2,5,6,5,5,5,5,5,6,5,5,5,4,5,5,5,4,4,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"74",5,5,5,5,5,5,5,5,5,5,6,5,5,5,4,5,5,5,4,5,5,5,4,5,5,2,4,4,5,5,5,5,2,6,3,5,5,5,5,5,4,4,5,3,5,5,5,5,5,3,5,5,5,5,3,5,5,3,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,2,3,5,4
"75",5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,3,5,5,4,3,3,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2
"76",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"77",5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,5,5,2,5,5,4,2,2,5,5,5,5,4,5,5,5,5,5,5,5,2,2,3,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,5,2,5,5,5,5,5,2,4,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,4,5,1,1
"78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"79",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
"80",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"81",2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"82",2,2,2,2,2,2,2,2,2,2,6,2,2,2,4,2,2,2,4,2,2,2,1,2,2,5,1,1,2,2,2,2,5,6,2,2,2,2,2,2,2,4,6,2,2,2,2,4,1,2,2,4,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,2,2,2,1,2,2,2,2,2,1,5,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,2,5,2,3,4
"83",2,4,2,2,2,3,3,4,4,4,2,2,3,2,2,4,2,2,3,2,2,2,3,2,4,4,2,2,2,2,2,2,2,2,1,4,2,2,4,2,2,2,2,1,2,4,4,4,3,1,2,4,4,2,2,2,2,1,2,2,2,2,4,4,2,2,2,2,4,2,2,2,2,3,2,4,2,2,2,3,2,2,2,2,2,3,2,2,3,1,3,4,2,2,4,2,2,2,2,4,2,4,2,2,3,4,2,2,1,2,2,2,4,2,2,1,4,3
"84",1,1,1,1,1,1,1,1,1,1,6,1,1,1,4,1,1,1,4,1,1,1,7,1,1,2,7,7,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,1,1,1,4,1,1,1,1,1,4,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,2,1,5,4
"85",1,3,3,1,1,1,1,3,3,3,4,1,1,1,5,3,1,1,1,1,1,1,6,1,3,7,6,6,1,1,1,3,7,4,1,3,3,1,3,3,5,5,4,3,1,3,3,5,5,1,3,3,3,3,1,1,1,3,1,1,4,1,3,3,3,1,3,1,1,1,3,1,1,5,7,2,1,1,3,5,1,1,1,1,1,5,7,1,5,1,1,2,1,3,3,1,1,1,1,3,1,3,1,3,5,3,1,1,1,1,1,1,7,1,7,3,2,5
"86",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,5,1,1,6,5,5,1,1,1,1,6,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,5,4,1,4,1,1,4,1,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,3,1,1,1,1,1,1,1,1,1,1,6,1,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,6,1,6,4,3,5
"87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"88",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"89",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,4,4,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,4,1,1,1,1,1,4,1,1,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,3,4
"90",3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,5,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,4,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,3,3,3,4,3,3,3,3,3,4,3,3,4,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,4
"91",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,1,3,3,5,5,5,5,1,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,5,5,4,5,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,2,5,4,5,5,5,5,5,4,5,5,1,5,2,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,1,5,2,2
"92",5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,1,1,5,5,5,5,5,3,2,5,5,5,5,5,2,2,5,2,3,5,5,2,2,2,5,4,5,5,2,5,5,2,3,3,5,5,5,5,5,5,5,5,5,5,5,2,5,2,3,5,5,2,5,2,5,5,5,2,5,2,5,5,3,2,5,6,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,5,2,5,3
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"95",3,3,3,3,3,3,3,3,3,3,5,3,3,3,2,3,3,3,2,3,3,3,4,3,3,1,4,4,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,3,3,3,3,3,3,3,3,3,3,1,3,2,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,6,2
"96",2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,4,2,2,2,1,2,2,4,1,1,2,2,2,2,4,5,3,2,2,2,2,2,2,3,2,3,2,2,2,3,1,3,2,3,2,2,3,2,2,3,4,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,4,6,2,2,2,1,2,2,2,2,2,1,4,2,2,3,2,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,4,2,4,3,6,4
"97",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"98",5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,7,5,5,5,1,5,5,2,1,1,5,5,5,5,2,3,5,5,5,5,5,5,7,7,3,5,5,5,5,7,6,5,5,7,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,6,5,5,5,5,5,6,2,5,7,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,2,5,2,5,5,7
"99",1,4,1,4,1,1,1,4,4,4,4,1,1,1,1,4,1,1,6,1,4,1,6,4,4,5,1,1,1,1,4,1,5,4,3,4,1,1,4,1,6,6,1,3,1,4,4,6,6,3,1,6,4,1,3,1,1,3,1,1,4,4,4,4,1,1,1,1,4,4,1,1,1,6,5,2,1,1,1,6,1,1,1,1,1,6,5,1,6,3,1,2,1,1,4,1,1,1,1,4,1,4,1,1,6,4,1,1,3,1,1,1,5,1,5,3,2,6
"100",5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5,6,5,5,5,2,5,5,6,2,2,5,5,5,5,6,4,1,5,5,5,5,5,2,2,5,1,5,5,5,1,2,1,5,1,5,5,1,5,5,1,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,6,5,5,5,5,2,5,5,5,5,5,2,6,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,5,6,5,6,1,5,6
